             NaN   1.0000000e+00   6.0000000e+00   1.1000000e+01   1.6000000e+01   2.1000000e+01   2.6000000e+01   3.1000000e+01   3.6000000e+01   4.1000000e+01   4.6000000e+01   5.1000000e+01   5.6000000e+01   6.1000000e+01   6.6000000e+01   7.1000000e+01   7.6000000e+01   8.1000000e+01   8.6000000e+01   9.1000000e+01   9.6000000e+01   1.0100000e+02   1.0600000e+02   1.1100000e+02   1.1600000e+02   1.2100000e+02   1.2600000e+02   1.3100000e+02   1.3600000e+02   1.4100000e+02   1.4600000e+02   1.5100000e+02   1.5600000e+02   1.6100000e+02   1.6600000e+02   1.7100000e+02   1.7600000e+02   1.8100000e+02   1.8600000e+02   1.9100000e+02   1.9600000e+02   2.0100000e+02   2.0600000e+02   2.1100000e+02   2.1600000e+02   2.2100000e+02   2.2600000e+02   2.3100000e+02   2.3600000e+02   2.4100000e+02   2.4600000e+02   2.5100000e+02   2.5600000e+02   2.6100000e+02   2.6600000e+02   2.7100000e+02   2.7600000e+02   2.8100000e+02   2.8600000e+02   2.9100000e+02   2.9600000e+02   3.0100000e+02   3.0600000e+02   3.1100000e+02   3.1600000e+02   3.2100000e+02   3.2600000e+02   3.3100000e+02   3.3600000e+02   3.4100000e+02   3.4600000e+02   3.5100000e+02   3.5600000e+02   3.6100000e+02   3.6500000e+02
   9.0000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9039644e+01   6.5749716e+01   1.1090958e+02   1.5420721e+02   1.9537504e+02   2.3418842e+02   2.7046326e+02   3.0405300e+02   3.3484518e+02   3.6275771e+02   3.8773512e+02   4.0974479e+02   4.2877341e+02   4.4482360e+02   4.5791082e+02   4.6806064e+02   4.7530633e+02   4.7968675e+02   4.8124470e+02   4.8002547e+02   4.7607588e+02   4.6944347e+02   4.6017617e+02   4.4832212e+02   4.3392985e+02   4.1704875e+02   3.9772969e+02   3.7602607e+02   3.5199496e+02   3.2569853e+02   2.9720575e+02   2.6659428e+02   2.3395246e+02   1.9938166e+02   1.6299857e+02   1.2493767e+02   8.5353770e+01   4.4424379e+01   2.3520426e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.1395995e+00   2.4974039e+01   4.8982193e+01   7.7241774e+01   1.1137528e+02   1.5361689e+02   1.9462810e+02   2.3329383e+02   2.6943068e+02   3.0289265e+02   3.3356770e+02   3.6137406e+02   3.8625646e+02   4.0818241e+02   4.2713866e+02   4.4312781e+02   4.5616526e+02   4.6627648e+02   4.7349462e+02   4.7785839e+02   4.7941042e+02   4.7819584e+02   4.7426128e+02   4.6765411e+02   4.5842206e+02   4.4661311e+02   4.3227559e+02   4.1545871e+02   3.9621314e+02   3.7459209e+02   3.5065239e+02   3.2445600e+02   2.9607162e+02   2.6557659e+02   2.3305896e+02   1.9861968e+02   1.6237500e+02   1.2445891e+02   8.9529964e+01   6.1538929e+01   3.8144454e+01   1.9221378e+01   5.4649184e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.0000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6451748e+00   1.2280729e+01   2.6155872e+01   4.3409782e+01   6.3523649e+01   8.7395324e+01   1.1227588e+02   1.3907095e+02   1.6756122e+02   1.9785595e+02   2.3067590e+02   2.6634756e+02   2.9942710e+02   3.2975156e+02   3.5724012e+02   3.8183815e+02   4.0351352e+02   4.2225313e+02   4.3805955e+02   4.5094800e+02   4.6094368e+02   4.6807933e+02   4.7239324e+02   4.7392754e+02   4.7272685e+02   4.6883726e+02   4.6230561e+02   4.5317909e+02   4.4150510e+02   4.2733146e+02   4.1070677e+02   3.9168117e+02   3.7030723e+02   3.4664115e+02   3.2074416e+02   2.9268420e+02   2.6253771e+02   2.3039174e+02   1.9892919e+02   1.7077329e+02   1.4434870e+02   1.1948569e+02   9.6292254e+01   7.4802652e+01   5.5187410e+01   3.7781777e+01   2.2816884e+01   1.0761568e+01   2.3384053e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.5410494e+00   8.0027899e+00   1.7744394e+01   3.0254761e+01   4.5204551e+01   6.2331148e+01   8.1379985e+01   1.0203385e+02   1.2526483e+02   1.4851336e+02   1.7254088e+02   1.9726267e+02   2.2239958e+02   2.4769944e+02   2.7302782e+02   2.9837046e+02   3.2386831e+02   3.5038738e+02   3.7451382e+02   3.9577365e+02   4.1415400e+02   4.2965739e+02   4.4229876e+02   4.5210281e+02   4.5910167e+02   4.6333289e+02   4.6483778e+02   4.6366012e+02   4.5984511e+02   4.5343869e+02   4.4448715e+02   4.3303698e+02   4.1913507e+02   4.0282912e+02   3.8416828e+02   3.6320412e+02   3.3999176e+02   3.1468830e+02   2.9038124e+02   2.6662089e+02   2.4310425e+02   2.1978721e+02   1.9694855e+02   1.7443254e+02   1.5244489e+02   1.3124222e+02   1.1086837e+02   9.1549466e+01   7.3442454e+01   5.6760164e+01   4.1652526e+01   2.8375674e+01   1.7123869e+01   8.1902940e+00   1.9882580e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.0000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.1739669e-01   3.5516697e+00   8.7192384e+00   1.5970610e+01   2.5321568e+01   3.6684755e+01   4.9944343e+01   6.5070769e+01   8.1786961e+01   9.9999684e+01   1.1947602e+02   1.3994808e+02   1.6230408e+02   1.8410577e+02   2.0621688e+02   2.2858808e+02   2.5070683e+02   2.7267941e+02   2.9400261e+02   3.1486136e+02   3.3481711e+02   3.5378535e+02   3.7172593e+02   3.8849640e+02   4.0380003e+02   4.1798528e+02   4.3028336e+02   4.3982117e+02   4.4662998e+02   4.5074629e+02   4.5221033e+02   4.5106466e+02   4.4735326e+02   4.4112083e+02   4.3241239e+02   4.2127318e+02   4.0774881e+02   3.9270976e+02   3.7674393e+02   3.5995446e+02   3.4229148e+02   3.2401069e+02   3.0499518e+02   2.8543527e+02   2.6558821e+02   2.4560904e+02   2.2531449e+02   2.0514430e+02   1.8517572e+02   1.6540174e+02   1.4613526e+02   1.2739277e+02   1.0938913e+02   9.2321878e+01   7.6241873e+01   6.1403011e+01   4.7859483e+01   3.5814246e+01   2.5373496e+01   1.6609451e+01   9.5827314e+00   4.3895518e+00   1.0458653e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.5000000e+01   7.5287556e+00   9.1571356e+00   1.1815138e+01   1.5692587e+01   2.0954821e+01   2.7693340e+01   3.6075274e+01   4.6105283e+01   5.7780153e+01   7.1069528e+01   8.5853411e+01   1.0197405e+02   1.1933764e+02   1.3766604e+02   1.5685421e+02   1.7671015e+02   1.9805316e+02   2.1841526e+02   2.3898820e+02   2.5919046e+02   2.7912020e+02   2.9861836e+02   3.1737045e+02   3.3520591e+02   3.5227640e+02   3.6808332e+02   3.8276018e+02   3.9609353e+02   4.0783615e+02   4.1803693e+02   4.2669728e+02   4.3342962e+02   4.3831076e+02   4.4108075e+02   4.4205501e+02   4.4088570e+02   4.3779737e+02   4.3291132e+02   4.2616701e+02   4.1772042e+02   4.0770732e+02   3.9653713e+02   3.8390257e+02   3.7025772e+02   3.5552226e+02   3.4005848e+02   3.2372505e+02   3.0682877e+02   2.8949828e+02   2.7170588e+02   2.5357007e+02   2.3520624e+02   2.1685674e+02   1.9850185e+02   1.8026447e+02   1.6238208e+02   1.4487014e+02   1.2796566e+02   1.1179562e+02   9.6410625e+01   8.2032769e+01   6.8784568e+01   5.6664235e+01   4.5904777e+01   3.6527779e+01   2.8510305e+01   2.1893565e+01   1.6615421e+01   1.2618485e+01   9.7406904e+00   7.8881700e+00   6.9383019e+00   6.8159993e+00   7.3217209e+00
   6.0000000e+01   3.3042715e+01   3.5493757e+01   3.9319545e+01   4.4571629e+01   5.1340786e+01   5.9590520e+01   6.9438661e+01   8.0725846e+01   9.3463769e+01   1.0758757e+02   1.2292780e+02   1.3939426e+02   1.5667773e+02   1.7479565e+02   1.9329788e+02   2.1222826e+02   2.3223511e+02   2.5130513e+02   2.7008771e+02   2.8856539e+02   3.0658063e+02   3.2380747e+02   3.4025845e+02   3.5596057e+02   3.7058393e+02   3.8396421e+02   3.9629913e+02   4.0741341e+02   4.1711816e+02   4.2540254e+02   4.3225352e+02   4.3747562e+02   4.4126823e+02   4.4330048e+02   4.4385619e+02   4.4271913e+02   4.4011782e+02   4.3597344e+02   4.3026457e+02   4.2319529e+02   4.1498938e+02   4.0550918e+02   3.9479838e+02   3.8306917e+02   3.7051290e+02   3.5712368e+02   3.4305512e+02   3.2810476e+02   3.1274032e+02   2.9674520e+02   2.8055217e+02   2.6379405e+02   2.4703958e+02   2.2994911e+02   2.1306464e+02   1.9608719e+02   1.7941157e+02   1.6303956e+02   1.4722345e+02   1.3188581e+02   1.1738687e+02   1.0367698e+02   9.0998577e+01   7.9405910e+01   6.8894051e+01   5.9728938e+01   5.1818070e+01   4.5253675e+01   3.9997626e+01   3.6054927e+01   3.3416521e+01   3.2025445e+01   3.1865936e+01   3.2685844e+01
   5.5000000e+01   6.5065474e+01   6.8011064e+01   7.2398584e+01   7.8408146e+01   8.5903192e+01   9.4952145e+01   1.0543663e+02   1.1739863e+02   1.3057096e+02   1.4485598e+02   1.6028226e+02   1.7639550e+02   1.9336302e+02   2.1070623e+02   2.2834825e+02   2.4608594e+02   2.6470803e+02   2.8221914e+02   2.9945355e+02   3.1608114e+02   3.3213531e+02   3.4729266e+02   3.6180154e+02   3.7534799e+02   3.8800326e+02   3.9944356e+02   4.0994031e+02   4.1916277e+02   4.2718030e+02   4.3386114e+02   4.3948688e+02   4.4373746e+02   4.4651453e+02   4.4794974e+02   4.4820605e+02   4.4707528e+02   4.4479481e+02   4.4123242e+02   4.3629007e+02   4.3029763e+02   4.2319851e+02   4.1514506e+02   4.0589623e+02   3.9599600e+02   3.8519322e+02   3.7343049e+02   3.6102387e+02   3.4808238e+02   3.3452167e+02   3.2026167e+02   3.0575526e+02   2.9073922e+02   2.7548035e+02   2.5990754e+02   2.4412903e+02   2.2840901e+02   2.1270842e+02   1.9715683e+02   1.8202270e+02   1.6718212e+02   1.5292211e+02   1.3928375e+02   1.2654280e+02   1.1464902e+02   1.0377664e+02   9.4083692e+01   8.5626598e+01   7.8535638e+01   7.2696544e+01   6.8292579e+01   6.5263974e+01   6.3745437e+01   6.3647076e+01   6.4676095e+01
   5.0000000e+01   1.0035787e+02   1.0357763e+02   1.0833118e+02   1.1465013e+02   1.2254175e+02   1.3188017e+02   1.4262037e+02   1.5470555e+02   1.6780949e+02   1.8197232e+02   1.9697861e+02   2.1260217e+02   2.2877332e+02   2.4511614e+02   2.6175631e+02   2.7815931e+02   2.9533513e+02   3.1124113e+02   3.2657738e+02   3.4140324e+02   3.5560149e+02   3.6885569e+02   3.8147356e+02   3.9294003e+02   4.0358057e+02   4.1330557e+02   4.2202406e+02   4.2964429e+02   4.3629296e+02   4.4166502e+02   4.4611455e+02   4.4935159e+02   4.5153576e+02   4.5240908e+02   4.5238774e+02   4.5147535e+02   4.4926793e+02   4.4603525e+02   4.4185037e+02   4.3680224e+02   4.3077794e+02   4.2388576e+02   4.1602504e+02   4.0751533e+02   3.9825054e+02   3.8812399e+02   3.7743520e+02   3.6626683e+02   3.5429874e+02   3.4181199e+02   3.2888149e+02   3.1558055e+02   3.0179979e+02   2.8780699e+02   2.7350933e+02   2.5900877e+02   2.4441616e+02   2.3000970e+02   2.1559862e+02   2.0163200e+02   1.8782055e+02   1.7475679e+02   1.6219846e+02   1.5046295e+02   1.3972423e+02   1.2992665e+02   1.2136110e+02   1.1407818e+02   1.0802643e+02   1.0344299e+02   1.0033966e+02   9.8802553e+01   9.8798135e+01   9.9969345e+01
